Date,eua_price,ttf_gas,coal_price,renewable_share,fossil_share,HDD,CDD,temperature_2m_mean,gas_coal_spread,eua_lag_1,eua_lag_5,eua_lag_10,eua_lag_21,spread_lag_1,spread_lag_5,eua_vol_21d,log_eua,d_log_eua,month,quarter,is_q1,policy_shock
2021-10-28,29.448087692260746,77.12000274658203,11.498059272766112,0.3539407861236002,0.6460592138763999,2.9217875589155913,2.5374547554867486,15.092301312340862,75.47224418069408,29.84655380249023,28.928787231445312,30.763099670410156,63.329219818115234,80.01104752291032,70.71944227188561,0.10934384328692784,3.382628973940418,-0.013440408730430953,10,4,0,0
2021-10-29,29.05755615234375,73.83999633789062,11.373701095581056,0.5419136048542483,0.4580863951457516,11.12441453755568,0.8883034827732823,3.6939780999232017,72.21005923620231,29.448087692260746,29.743621826171875,29.16627311706543,63.329219818115234,75.47224418069408,71.5802476838654,0.10921586791210222,3.3692785579899804,-0.013350415950437622,10,4,0,0
2021-11-01,28.236387252807617,69.55999755859375,11.59371566772461,0.543920300432158,0.456079699567842,0.7232086834747302,1.2866799586381945,5.809592755822425,67.89853071025259,29.05755615234375,29.62118911743164,28.566925048828125,63.329219818115234,72.21005923620231,79.68218293084767,0.10902706715416541,3.3406114742999096,-0.02866708369007087,11,4,0,0
2021-11-02,29.625408172607425,73.68000030517578,11.01020336151123,0.330482806136067,0.669517193863933,11.213232321666172,3.392168358405936,15.91579372283258,72.10215516881705,28.236387252807617,29.82126808166504,27.664316177368164,63.329219818115234,67.89853071025259,77.86686213004893,0.11021197502098179,3.3886323773386895,0.04802090303877993,11,4,0,0
2021-11-03,29.72217559814453,77.76000213623047,11.574584007263184,0.2622934666749671,0.7377065333250329,4.219472246875613,2.9154457690797875,13.591189577133152,76.10127699904744,29.625408172607425,29.84655380249023,28.91612243652344,32.392093658447266,72.10215516881705,80.01104752291032,0.03112824562743311,3.3918934203380537,0.00326104299936425,11,4,0,0
2021-11-04,29.543588638305664,76.12000274658203,10.799756050109863,0.4615189852616138,0.5384810147383863,1.2170499413905982,0.3815971092528425,18.38136185186027,74.572316296294,29.72217559814453,29.448087692260746,28.928787231445312,30.094043731689453,76.10127699904744,75.47224418069408,0.02706658293146733,3.3858667537566594,-0.006026666581394391,11,4,0,0
2021-11-05,29.50930404663086,75.04000091552734,11.134559631347656,0.3852959507945031,0.6147040492054969,5.830461110235907,1.7148080839457345,13.782709415208242,73.44433458830642,29.543588638305664,29.05755615234375,29.743621826171875,30.233495712280273,74.572316296294,72.21005923620231,0.02704082527220494,3.3847056050315736,-0.00116114872508577,11,4,0,0
2021-11-08,30.267316818237305,72.27999877929688,11.71807098388672,0.2802258531878729,0.719774146812127,3.0813188126460953,0.1166790545810578,11.63940648005132,70.60071087676224,29.50930404663086,28.236387252807617,29.62118911743164,28.9815616607666,73.44433458830642,67.89853071025259,0.025945247998510203,3.410068477487195,0.02536287245562141,11,4,0,0
2021-11-09,30.10236358642578,66.23999786376953,11.297178268432615,0.4622568456934128,0.5377431543065871,3.418474823543074,1.923560586412036,0.2481944278742194,64.62102706003886,30.267316818237305,29.625408172607425,29.82126808166504,29.424867630004883,70.60071087676224,72.10215516881705,0.025823882257884113,3.4046036931379184,-0.005464784349276552,11,4,0,0
2021-11-10,30.96376609802246,65.5199966430664,10.455389976501465,0.2593524727335763,0.7406475272664237,3.687479579115439,2.6497360468042723,6.8251792734264045,64.02166044694982,30.10236358642578,29.72217559814453,29.84655380249023,29.412202835083008,64.62102706003886,76.10127699904744,0.026490180530590237,3.4328176853164694,0.028213992178550917,11,4,0,0
2021-11-11,31.28121757507324,68.4800033569336,11.048467636108398,0.5110590071476727,0.4889409928523273,9.636310773991962,0.4740104943926062,4.364856824361411,66.89667466158988,30.96376609802246,29.543588638305664,29.448087692260746,29.431074142456055,64.02166044694982,74.572316296294,0.026534303563401265,3.4430178399538613,0.01020015463739199,11,4,0,0
2021-11-12,31.079618453979492,64.27999877929688,11.05803394317627,0.2915957587339911,0.7084042412660089,6.469935320103054,1.155539755636663,3.855751441098006,62.695299160039745,31.28121757507324,29.50930404663086,29.05755615234375,30.763099670410156,66.89667466158988,73.44433458830642,0.02478146521756908,3.436552249168607,-0.006465590785254438,11,4,0,0
2021-11-15,32.62932586669922,67.16000366210938,10.149285316467283,0.2881935636240175,0.7118064363759825,3.735692389872044,1.5913465020086277,21.352253314058693,65.70553457118542,31.079618453979492,30.267316818237305,28.236387252807617,29.16627311706543,62.695299160039745,70.60071087676224,0.02389822860162861,3.4852114504684026,0.04865920129979573,11,4,0,0
2021-11-16,32.824546813964844,68.72000122070312,10.072757720947266,0.3027016893905753,0.6972983106094246,7.32400539973102,3.678124098624199,7.43434539200225,67.27649911108041,32.62932586669922,30.10236358642578,29.625408172607425,28.566925048828125,65.70553457118542,64.62102706003886,0.0231343763006086,3.491176613969102,0.005965163500699422,11,4,0,0
2021-11-17,32.4472770690918,65.19999694824219,9.891009330749512,0.53807990754762,0.4619200924523799,8.593808090678323,3.973020061691856,19.40911732425072,63.78254075294991,32.824546813964844,30.96376609802246,29.72217559814453,27.664316177368164,67.27649911108041,64.02166044694982,0.02184209677128303,3.479616528045097,-0.011560085924005037,11,4,0,0
2021-11-18,33.5919303894043,65.4800033569336,9.74752140045166,0.4579508080761538,0.5420491919238462,3.271488008802405,0.1796451959824634,13.14732702393431,64.08311006366165,32.4472770690918,31.28121757507324,29.543588638305664,28.91612243652344,63.78254075294991,66.89667466158988,0.0210834565356347,3.5142858711424356,0.0346693430973386,11,4,0,0
2021-11-19,33.915035247802734,66.91999816894531,9.44141674041748,0.490411460639091,0.509588539360909,4.962589218304219,3.044031693981568,17.075471284999562,65.566971980866,33.5919303894043,31.079618453979492,29.50930404663086,28.928787231445312,64.08311006366165,62.695299160039745,0.021027609396572916,3.523858433695829,0.00957256255339356,11,4,0,0
2021-11-22,33.6131706237793,63.7599983215332,10.168416976928713,0.3692904957198259,0.630709504280174,1.4626331200433706,1.486896265609373,10.063290234524612,62.30278751945113,33.915035247802734,32.62932586669922,30.267316818237305,29.743621826171875,65.566971980866,65.70553457118542,0.02078762998932928,3.5149179730145255,-0.008940460681303719,11,4,0,0
